time,tasmax,tasmin,rsds,ps,pr,sfcWind
2000-07-18 12:00:00,27.761719,21.01883,205.61041,98417.35,7.2909297e-06,1.5048709
2000-07-19 12:00:00,31.056,22.109833,279.73962,98377.5,3.9500574e-05,1.4623638
2000-07-20 12:00:00,30.16513,21.974304,262.03662,98387.61,0.00013191997,0.8365238
2000-07-21 12:00:00,29.192627,23.623505,288.21826,98321.03,1.5409888e-06,1.4068396
2000-07-22 12:00:00,31.643951,21.973053,323.1964,98403.664,0.0,1.3764856
2000-07-23 12:00:00,30.543304,22.111176,305.9814,98946.586,0.0,1.4056543
2000-07-24 12:00:00,28.980652,21.08319,155.61867,99096.25,9.573666e-05,0.873381
2000-07-25 12:00:00,31.778656,21.766724,299.27304,98569.555,4.9452272e-05,0.9716152
2000-07-26 12:00:00,26.286072,20.9859,109.83262,98298.484,0.0001779251,0.64051855
2000-07-27 12:00:00,29.464752,19.567902,334.18246,98472.984,4.010943e-08,1.1421762
2000-07-28 12:00:00,30.476013,20.628387,331.28314,98526.695,0.0,1.2662287
2000-07-29 12:00:00,30.126434,22.402832,309.7621,98449.92,3.3435736e-08,1.4769676
2000-07-30 12:00:00,28.933197,21.696075,195.05789,98475.805,9.646041e-05,1.6038661
2000-07-31 12:00:00,31.418488,21.319763,319.21143,98693.51,7.3692395e-06,1.0963143
2000-08-01 12:00:00,33.850006,23.231842,325.34277,98672.625,0.0,1.2856266
2000-08-02 12:00:00,34.868347,21.727448,327.54318,98312.58,0.0,1.5121806
2000-08-03 12:00:00,32.966614,24.266693,235.7574,98058.28,8.6351254e-05,1.4051467
2000-08-04 12:00:00,26.804352,21.422333,129.97864,98204.85,0.00023243616,0.8020026
2000-08-05 12:00:00,25.323547,20.061157,168.23538,98313.04,0.00013203859,0.64465004
2000-08-06 12:00:00,22.501007,19.903748,110.96566,98142.54,0.00015973931,0.18568704
2000-08-07 12:00:00,25.722778,18.20282,296.27167,98377.09,1.4936062e-06,0.7659186
2000-08-08 12:00:00,26.3208,18.822937,268.22113,98509.125,5.5993637e-06,1.2020711
2000-08-09 12:00:00,28.277557,19.112427,319.91193,98582.93,0.0,1.2804784
2000-08-10 12:00:00,30.405457,20.854065,245.33092,98373.336,0.0,1.3242005
2000-08-11 12:00:00,28.130188,20.089539,136.72787,98190.2,0.00021504083,0.7693841
2000-08-12 12:00:00,27.917206,19.357971,281.413,98315.09,2.975878e-07,0.9421966
2000-08-13 12:00:00,28.680756,20.849304,282.46567,98528.41,0.0,0.80760574
2000-08-14 12:00:00,27.78955,21.102325,195.61919,98517.266,1.644854e-05,0.5376266
2000-08-15 12:00:00,27.379517,19.716766,238.03928,98349.86,1.1161935e-05,0.85082746
2000-08-16 12:00:00,27.657959,20.792572,215.36472,98338.38,1.4048811e-06,0.3483372
2000-08-17 12:00:00,31.02594,21.030945,308.92896,98503.71,0.0,0.9388933
2000-08-18 12:00:00,31.964386,21.773163,304.8048,98574.22,0.0,1.4426235
2000-08-19 12:00:00,33.532776,22.738007,299.11584,98486.3,0.0,1.06934
2000-08-20 12:00:00,33.139954,23.813568,255.69455,98488.37,6.82739e-05,0.8887612
2000-08-21 12:00:00,30.619476,21.533478,253.20088,98622.51,9.807865e-05,1.3889784
2000-08-22 12:00:00,30.011871,21.452179,298.5951,98573.555,1.0176187e-05,1.0544984
2000-08-23 12:00:00,33.4144,21.979584,304.19553,98633.55,0.0,0.8935619
2000-08-24 12:00:00,33.602325,21.781464,291.2741,98705.48,3.8043127e-06,0.75337774
2000-08-25 12:00:00,36.010315,22.83194,230.37663,98550.86,0.0,0.8516627
2000-08-26 12:00:00,35.208374,24.211456,214.62416,98296.99,0.0,1.0885558
2000-08-27 12:00:00,34.21524,21.922333,278.17395,98096.39,3.3412998e-05,0.77897507
2000-08-28 12:00:00,34.100555,21.759186,283.71475,98149.34,1.8125298e-05,0.86905676
2000-08-29 12:00:00,29.52304,21.171051,245.65436,98382.164,9.690815e-06,1.7159388
